38.011,10.7072,54.2248,31.7675,0.325206,0.288025,0.239189,0.279417,62.6184,37.4087,32.8897,48.551,0.355817,0.282972,0.212896,0.271388,0.342467,0.262597,0.29432,0.200133,0.260516,0.110512,10.1681,9.65362,-1,10.27,1.75561,0.4897,1.61581,12.5291,0.0112886,0.273083,0.0063857,0.278836,0.0108722,0.135063,0.00839189,0.238467,0.0096506,0.170438,0.0145005,0.284662,246.271,346.944,301.704
46.131,15.1461,33.8189,28.9864,0.253856,0.353841,0.348647,0.33401,41.8008,51.3017,42.3847,43.3686,0.21425,0.345751,0.13947,0.170615,0.3534,0.276518,0.23286,0.23281,0.318294,0.141005,10.8106,11.0842,-1,8.41781,1.55073,1.24348,0.630817,14.9687,0.0202938,0.183891,0.00684368,0.276887,0.0189634,0.131744,0.0204752,0.270496,0.012257,0.0398552,0.00826172,0.16188,641.215,536.443,529.995
38.9304,15.7643,36.0621,53.9134,0.23203,0.279629,0.362224,0.328238,48.6558,37.1903,60.9024,61.7771,0.356043,0.285073,0.259315,0.188069,0.274326,0.268241,0.289896,0.213192,0.382009,0.146593,11.8812,11.0772,-1,8.16337,1.75671,1.14682,1.34875,17.0674,0.0250362,0.242368,0.00866393,0.0500375,0.0195634,0.0185426,0.00892244,0.239647,0.0168332,0.232828,0.00814324,0.216848,269.142,641.593,307.28
52.9812,49.0707,42.1014,33.8056,0.268469,0.181886,0.158127,0.342549,41.0576,53.0147,49.5501,35.753,0.294791,0.383947,0.309123,0.374319,0.382038,0.237579,0.293142,0.161665,0.395272,0.204815,10.302,11.1319,-1,10.6432,1.9409,0.758387,1.1186,13.1693,0.0109642,0.124196,0.00568317,0.183738,0.0191277,0.0952032,0.0220005,0.159833,0.0182497,0.152184,0.00945564,0.217642,633.033,845.034,276.054
41.0888,24.0095,48.6251,26.7432,0.25818,0.264321,0.313086,0.209786,55.9825,44.4122,58.6954,43.7078,0.338363,0.311984,0.301223,0.194448,0.288953,0.261442,0.322267,0.359572,0.306528,0.268783,11.6626,11.0211,-1,9.29777,1.16745,0.973964,1.11819,15.1867,0.0212703,0.174892,0.00237432,0.226617,0.00868713,0.033153,0.0150442,0.287427,0.0102285,0.0944778,0.00396705,0.199259,439.442,748.825,359.147
54.0524,56.0286,46.2044,57.7115,0.301797,0.347207,0.218514,0.272631,36.4501,52.3855,58.5596,57.0804,0.223888,0.33226,0.263592,0.314012,0.380596,0.309374,0.190302,0.212562,0.264723,0.33808,11.0141,11.4963,-1,7.42967,1.72049,0.79153,0.984662,14.1196,0.0248022,0.232838,0.00598487,0.207605,0.0112094,0.0122127,0.0174896,0.130185,0.0155874,0.280451,0.00373522,0.0809086,440.606,694.594,403.647
44.1981,22.0327,52.3251,56.7778,0.262386,0.20397,0.120205,0.282839,33.8243,35.092,45.5135,53.2045,0.239252,0.283198,0.379924,0.303093,0.283833,0.322569,0.201956,0.30547,0.376671,0.191303,9.18314,9.60057,-1,9.33424,1.03791,0.636042,1.42455,13.893,0.0219402,0.222264,0.00520627,0.0772999,0.0147168,0.158098,0.0174914,0.178438,0.0244185,0.291418,0.00706058,0.245183,452.553,369.779,318.624
38.4851,40.4166,52.722,34.2834,0.277861,0.30712,0.138434,0.321422,47.2619,46.14,32.3151,64.5606,0.342235,0.377927,0.250642,0.276168,0.27869,0.269928,0.163726,0.22553,0.324459,0.17063,10.3831,10.3023,-1,9.84423,1.99022,1.75457,1.39171,14.1705,0.0233661,0.217553,0.00183013,0.100021,0.0124271,0.0712876,0.0134747,0.205089,0.0104919,0.164116,0.0111919,0.167526,292.093,526.689,681.003
32.5677,34.9323,47.3314,34.6701,0.19808,0.14903,0.379267,0.326856,49.5527,45.6131,54.2519,41.328,0.264714,0.343419,0.237913,0.321408,0.290048,0.19897,0.285213,0.284121,0.312068,0.288099,10.0759,9.97807,-1,8.3658,1.36587,1.15699,1.37848,12.0397,0.00844027,0.116903,0.00751048,0.252417,0.0223228,0.11942,0.0177656,0.287893,0.0112522,0.110299,0.00517526,0.165178,636,876.878,428.55
34.742,39.874,51.5677,46.3243,0.151784,0.335854,0.222189,0.178991,47.7941,59.962,53.0067,37.9932,0.364641,0.391772,0.284378,0.206133,0.344754,0.314921,0.177471,0.380764,0.309734,0.252087,11.6359,11.0979,-1,6.96841,1.74429,1.18404,1.04847,11.3571,0.00752888,0.10619,0.00157423,0.186712,0.0123787,0.0791027,0.00617563,0.272064,0.0297591,0.202548,0.0154879,0.240193,209.125,451.643,297.42
56.6603,56.6582,49.9017,32.9208,0.293646,0.357717,0.241379,0.156841,59.4667,44.2641,31.2155,60.1675,0.231698,0.369675,0.315845,0.242033,0.294823,0.210055,0.294214,0.238851,0.265203,0.241014,10.964,11.2172,-1,9.36812,1.65361,1.09544,1.55817,17.4222,0.00765291,0.22614,0.00480891,0.194193,0.0135997,0.0697128,0.0108015,0.116408,0.0287922,0.0831762,0.00750594,0.0794794,393.123,624.768,424.463
59.5804,52.4394,31.4686,38.8457,0.128172,0.228327,0.288832,0.241628,51.7028,36.5342,36.3442,45.572,0.252871,0.362602,0.170731,0.382701,0.344543,0.202266,0.221803,0.290609,0.373519,0.337025,10.7953,11.1512,-1,9.66523,0.898991,1.024,0.712559,13.8163,0.0207903,0.255198,0.00499113,0.168874,0.0270009,0.0433957,0.00643235,0.0852559,0.00964945,0.248556,0.00187804,0.216458,686.866,614.171,246.569
44.3229,19.0926,41.6217,43.17,0.19857,0.134512,0.269939,0.227466,55.0122,43.8222,54.6123,54.4359,0.366244,0.346485,0.338188,0.321267,0.322678,0.227958,0.198069,0.225884,0.356667,0.311695,10.9474,10.3762,-1,6.63909,1.62485,1.37849,1.57728,15.5142,0.0198586,0.144316,0.00189284,0.174028,0.0232876,0.132229,0.0176273,0.104703,0.0199984,0.270076,0.00732179,0.122854,648.408,446.528,589.595
39.8241,47.8409,49.2957,51.6257,0.193829,0.211997,0.179622,0.157394,42.417,53.3423,37.1976,35.2365,0.23922,0.291862,0.216422,0.256382,0.325668,0.221826,0.322385,0.261873,0.391195,0.331846,9.37864,8.97154,-1,8.93476,1.06053,1.68088,1.74811,12.3424,0.00621928,0.170133,0.00644132,0.167176,0.0175258,0.0167866,0.00986086,0.081596,0.0148594,0.12785,0.00349312,0.289775,296.088,445.07,572.505
46.5392,47.6537,51.515,27.0341,0.300841,0.268366,0.147241,0.240653,43.0722,59.0377,58.2761,31.9826,0.330959,0.388668,0.343178,0.197695,0.302742,0.267136,0.248148,0.294169,0.331683,0.247251,10.3781,9.47001,-1,6.48689,0.917499,1.34607,1.26546,12.5937,0.00826292,0.249503,0.00559957,0.211239,0.0131603,0.060854,0.00911709,0.12357,0.0101061,0.179409,0.0123826,0.158546,384.619,463.517,385.297
44.9467,40.3659,48.8029,48.2008,0.2554,0.300315,0.312848,0.362436,47.8409,42.9794,58.1248,31.4115,0.276673,0.300853,0.302774,0.259321,0.322955,0.227595,0.240816,0.313041,0.30384,0.324957,11.1325,10.763,-1,6.35361,1.32108,0.586898,1.45349,16.6216,0.00953277,0.28484,0.0030559,0.120379,0.0252656,0.00751212,0.00404111,0.159063,0.014206,0.0724649,0.0116839,0.137126,374.609,882.562,279.725
58.4364,11.3436,41.4984,38.9867,0.138108,0.22116,0.188252,0.168516,33.6895,61.6962,50.043,44.0938,0.302882,0.319079,0.20783,0.152889,0.289561,0.274858,0.24518,0.330839,0.342065,0.309026,10.6374,10.2088,-1,6.43584,1.63342,1.45485,1.16224,15.3985,0.0174217,0.244112,0.00775038,0.0764465,0.0223565,0.0924554,0.00892702,0.297227,0.0283178,0.134507,0.0127538,0.137905,654.575,513.668,706.827
53.1845,44.2629,35.2023,30.1752,0.251979,0.307321,0.321853,0.259734,54.201,48.0919,51.9626,34.4732,0.356219,0.345609,0.147696,0.366375,0.310386,0.172434,0.358273,0.214291,0.371249,0.211206,10.4423,10.8345,-1,6.91891,1.7434,0.635403,0.62024,13.8619,0.0153694,0.106961,0.00152924,0.183113,0.0117423,0.094465,0.0041278,0.276488,0.0194217,0.269723,0.00102516,0.12503,320.499,900.002,334.314
59.3333,33.6451,38.8448,53.7868,0.359408,0.379694,0.152036,0.204641,58.8212,45.834,41.8931,59.6345,0.331058,0.301535,0.176712,0.279926,0.267803,0.303462,0.191633,0.225067,0.351364,0.171944,10.4437,11.5827,-1,6.64715,1.56754,0.499391,0.823565,11.7345,0.0287232,0.205784,0.0056352,0.0553914,0.0198864,0.00589668,0.0100754,0.098188,0.012242,0.248834,0.0087732,0.289099,674.641,680.122,490.749
31.5949,33.1276,37.4533,31.7364,0.289263,0.162442,0.19432,0.22763,53.7024,38.9001,39.2385,51.203,0.343551,0.363603,0.203294,0.360348,0.279666,0.164446,0.138438,0.328683,0.286954,0.312077,10.6578,9.78132,-1,6.93288,1.50131,0.987977,1.39851,15.9395,0.00998334,0.156364,0.00226337,0.0943647,0.00905353,0.023857,0.0093224,0.123142,0.0295151,0.102319,0.0107017,0.223055,667.302,485.22,676.564
35.0981,15.9682,33.3372,34.0127,0.297604,0.398639,0.140998,0.298459,46.4652,47.5092,58.1794,52.5614,0.258762,0.373621,0.229693,0.218268,0.397981,0.291691,0.184223,0.22446,0.287126,0.22079,11.4663,10.9501,-1,7.05821,1.50867,1.11968,1.43956,15.7879,0.0202879,0.152493,0.00685398,0.0798796,0.00996294,0.0573004,0.0213354,0.273161,0.0153895,0.242495,0.0088435,0.157688,348.067,457.184,464.78
50.6362,13.6855,54.1256,46.4943,0.211423,0.163087,0.294659,0.186283,43.3775,45.8013,53.7225,40.5005,0.259998,0.297024,0.22075,0.197273,0.264543,0.256849,0.353798,0.143752,0.357152,0.140581,11.0232,11.232,-1,8.99927,1.98414,1.63624,0.716088,17.2366,0.00777712,0.0789801,0.000619654,0.0695285,0.0134761,0.0787064,0.00381619,0.0789107,0.0181311,0.0678695,0.0144516,0.124048,451.051,324.488,691.726
40.1093,35.8758,29.4673,32.5587,0.179094,0.341962,0.220456,0.176379,50.2533,40.2827,37.479,53.9541,0.337466,0.342537,0.355882,0.257064,0.395043,0.260372,0.337135,0.395982,0.37366,0.321415,11.8244,11.024,-1,8.00269,0.899781,1.12027,1.56448,12.2702,0.0146335,0.195316,0.00422645,0.0530428,0.0271525,0.0258429,0.0235332,0.271629,0.015613,0.255244,0.0137746,0.0506877,247.9,278.331,474.797
39.4484,24.8846,46.7586,37.8013,0.283041,0.373004,0.226797,0.313563,38.1778,44.5506,31.1299,45.3474,0.25026,0.389599,0.190594,0.36649,0.327542,0.220927,0.328012,0.184841,0.269155,0.117667,9.73607,9.8688,-1,7.47712,1.91672,1.13869,0.604683,14.6996,0.014053,0.186593,0.0016658,0.0844679,0.017445,0.138751,0.00940802,0.29529,0.0160043,0.260288,0.0129553,0.0539447,297.524,523.288,496.853
47.7877,21.3164,47.8826,27.1576,0.322253,0.120594,0.382366,0.328063,56.0984,39.3926,60.06,37.6768,0.286797,0.335064,0.164114,0.171123,0.292676,0.280802,0.238004,0.362261,0.364345,0.260511,10.2388,11.2191,-1,7.11868,1.8403,0.738585,1.45316,11.5026,0.0235134,0.21161,0.00199351,0.062181,0.0103613,0.0862291,0.023352,0.165125,0.0282007,0.0630114,0.0042617,0.264957,293.481,279.735,366.596
55.5811,28.5136,39.0565,38.9597,0.324437,0.366325,0.209084,0.272116,46.2233,42.8483,37.6132,45.7609,0.321208,0.33944,0.149857,0.276087,0.265823,0.328479,0.16786,0.286955,0.324064,0.315021,10.9758,10.4718,-1,7.09354,1.09526,0.885164,1.07563,15.0745,0.0269587,0.259832,0.00384231,0.0398117,0.0133969,0.112721,0.00644224,0.127827,0.0224162,0.211198,0.00431186,0.108536,280.992,399.176,420.077
53.366,30.2401,49.8613,47.2006,0.170469,0.383723,0.298306,0.168459,59.463,44.0621,54.9786,40.2512,0.216932,0.399934,0.309449,0.123602,0.283392,0.247745,0.341628,0.235824,0.310267,0.236325,8.91589,10.6214,-1,8.48793,1.24533,0.621654,1.74403,10.2624,0.0128305,0.213755,0.00292736,0.122087,0.021382,0.153656,0.00668905,0.128051,0.0120005,0.0392327,0.00195999,0.221837,508.27,531.959,689.051
35.09,37.425,28.5882,49.5485,0.298683,0.254972,0.350361,0.298636,44.9294,57.0385,58.0042,52.7296,0.283217,0.297272,0.155433,0.138121,0.252175,0.285115,0.168926,0.274469,0.260314,0.26617,11.7549,11.051,-1,6.94003,1.92913,1.02032,1.74449,14.261,0.0260221,0.257904,0.00701732,0.0478215,0.0285238,0.0223873,0.00204644,0.271999,0.0180063,0.270151,0.0123835,0.272919,643.516,566.727,496.89
